CO2 emission estimates,Year,Series,Value
Uruguay,1975,Emissions (thousand metric tons of carbon dioxide),5333.968
Uruguay,1985,Emissions (thousand metric tons of carbon dioxide),3010.832
Uruguay,1995,Emissions (thousand metric tons of carbon dioxide),4391.965
Uruguay,2005,Emissions (thousand metric tons of carbon dioxide),5151.871
Uruguay,2010,Emissions (thousand metric tons of carbon dioxide),5959.638
Uruguay,2015,Emissions (thousand metric tons of carbon dioxide),6374.932
Uruguay,2016,Emissions (thousand metric tons of carbon dioxide),6325.631
Uruguay,2017,Emissions (thousand metric tons of carbon dioxide),5872.957
Uruguay,1975,Emissions per capita (metric tons of carbon dioxide),1.885
Uruguay,1985,Emissions per capita (metric tons of carbon dioxide),1
Uruguay,1995,Emissions per capita (metric tons of carbon dioxide),1.362
Uruguay,2005,Emissions per capita (metric tons of carbon dioxide),1.549
Uruguay,2010,Emissions per capita (metric tons of carbon dioxide),1.766
Uruguay,2015,Emissions per capita (metric tons of carbon dioxide),1.857
Uruguay,2016,Emissions per capita (metric tons of carbon dioxide),1.837
Uruguay,2017,Emissions per capita (metric tons of carbon dioxide),1.699
Uzbekistan,1995,Emissions (thousand metric tons of carbon dioxide),94583.912
Uzbekistan,2005,Emissions (thousand metric tons of carbon dioxide),105599.618
Uzbekistan,2010,Emissions (thousand metric tons of carbon dioxide),100562.513
Uzbekistan,2015,Emissions (thousand metric tons of carbon dioxide),92161.645
Uzbekistan,2016,Emissions (thousand metric tons of carbon dioxide),81343.275
Uzbekistan,2017,Emissions (thousand metric tons of carbon dioxide),81156.397
Uzbekistan,1995,Emissions per capita (metric tons of carbon dioxide),4.151
Uzbekistan,2005,Emissions per capita (metric tons of carbon dioxide),4.036
Uzbekistan,2010,Emissions per capita (metric tons of carbon dioxide),3.521
Uzbekistan,2015,Emissions per capita (metric tons of carbon dioxide),2.945
Uzbekistan,2016,Emissions per capita (metric tons of carbon dioxide),2.554
Uzbekistan,2017,Emissions per capita (metric tons of carbon dioxide),2.506
Venezuela (Boliv. Rep. of),1975,Emissions (thousand metric tons of carbon dioxide),56070.364
Venezuela (Boliv. Rep. of),1985,Emissions (thousand metric tons of carbon dioxide),85139.411
Venezuela (Boliv. Rep. of),1995,Emissions (thousand metric tons of carbon dioxide),106098.113
Venezuela (Boliv. Rep. of),2005,Emissions (thousand metric tons of carbon dioxide),137701.548
Venezuela (Boliv. Rep. of),2010,Emissions (thousand metric tons of carbon dioxide),171468.892
Venezuela (Boliv. Rep. of),2015,Emissions (thousand metric tons of carbon dioxide),140538.724
Venezuela (Boliv. Rep. of),2016,Emissions (thousand metric tons of carbon dioxide),127366.139
Venezuela (Boliv. Rep. of),2017,Emissions (thousand metric tons of carbon dioxide),113717.543
Venezuela (Boliv. Rep. of),1975,Emissions per capita (metric tons of carbon dioxide),4.197
Venezuela (Boliv. Rep. of),1985,Emissions per capita (metric tons of carbon dioxide),4.863
Venezuela (Boliv. Rep. of),1995,Emissions per capita (metric tons of carbon dioxide),4.782
Venezuela (Boliv. Rep. of),2005,Emissions per capita (metric tons of carbon dioxide),5.141
Venezuela (Boliv. Rep. of),2010,Emissions per capita (metric tons of carbon dioxide),5.907
Venezuela (Boliv. Rep. of),2015,Emissions per capita (metric tons of carbon dioxide),4.511
Venezuela (Boliv. Rep. of),2016,Emissions per capita (metric tons of carbon dioxide),4.035
Venezuela (Boliv. Rep. of),2017,Emissions per capita (metric tons of carbon dioxide),3.556
Viet Nam,1975,Emissions (thousand metric tons of carbon dioxide),16953.904
Viet Nam,1985,Emissions (thousand metric tons of carbon dioxide),17434.722
Viet Nam,1995,Emissions (thousand metric tons of carbon dioxide),27462.105
Viet Nam,2005,Emissions (thousand metric tons of carbon dioxide),79230.185
Viet Nam,2010,Emissions (thousand metric tons of carbon dioxide),126659.264
Viet Nam,2015,Emissions (thousand metric tons of carbon dioxide),182588.799
Viet Nam,2016,Emissions (thousand metric tons of carbon dioxide),193611.788
Viet Nam,2017,Emissions (thousand metric tons of carbon dioxide),191243.601
Viet Nam,1975,Emissions per capita (metric tons of carbon dioxide),0.348
Viet Nam,1985,Emissions per capita (metric tons of carbon dioxide),0.286
Viet Nam,1995,Emissions per capita (metric tons of carbon dioxide),0.365
Viet Nam,2005,Emissions per capita (metric tons of carbon dioxide),0.94
Viet Nam,2010,Emissions per capita (metric tons of carbon dioxide),1.432
Viet Nam,2015,Emissions per capita (metric tons of carbon dioxide),1.951
Viet Nam,2016,Emissions per capita (metric tons of carbon dioxide),2.047
Viet Nam,2017,Emissions per capita (metric tons of carbon dioxide),2.002
Yemen,1975,Emissions (thousand metric tons of carbon dioxide),1752.491
Yemen,1985,Emissions (thousand metric tons of carbon dioxide),4857.042
Yemen,1995,Emissions (thousand metric tons of carbon dioxide),9436.415
Yemen,2005,Emissions (thousand metric tons of carbon dioxide),18836.222
Yemen,2010,Emissions (thousand metric tons of carbon dioxide),22388.934
Yemen,2015,Emissions (thousand metric tons of carbon dioxide),11662.059
Yemen,2016,Emissions (thousand metric tons of carbon dioxide),9389.446
Yemen,2017,Emissions (thousand metric tons of carbon dioxide),8919.998
Yemen,1975,Emissions per capita (metric tons of carbon dioxide),0.257
Yemen,1985,Emissions per capita (metric tons of carbon dioxide),0.493
Yemen,1995,Emissions per capita (metric tons of carbon dioxide),0.616
Yemen,2005,Emissions per capita (metric tons of carbon dioxide),0.915
Yemen,2010,Emissions per capita (metric tons of carbon dioxide),0.948
Yemen,2015,Emissions per capita (metric tons of carbon dioxide),0.433
Yemen,2016,Emissions per capita (metric tons of carbon dioxide),0.34
Yemen,2017,Emissions per capita (metric tons of carbon dioxide),0.316
Zambia,1975,Emissions (thousand metric tons of carbon dioxide),4326.456
Zambia,1985,Emissions (thousand metric tons of carbon dioxide),2696.412
Zambia,1995,Emissions (thousand metric tons of carbon dioxide),2002.364
Zambia,2005,Emissions (thousand metric tons of carbon dioxide),2120.692
Zambia,2010,Emissions (thousand metric tons of carbon dioxide),1636.973
Zambia,2015,Emissions (thousand metric tons of carbon dioxide),3475.653
Zambia,2016,Emissions (thousand metric tons of carbon dioxide),3731.899
Zambia,2017,Emissions (thousand metric tons of carbon dioxide),6007.872
Zambia,1975,Emissions per capita (metric tons of carbon dioxide),0.871
Zambia,1985,Emissions per capita (metric tons of carbon dioxide),0.388
Zambia,1995,Emissions per capita (metric tons of carbon dioxide),0.219
Zambia,2005,Emissions per capita (metric tons of carbon dioxide),0.176
Zambia,2010,Emissions per capita (metric tons of carbon dioxide),0.118
Zambia,2015,Emissions per capita (metric tons of carbon dioxide),0.216
Zambia,2016,Emissions per capita (metric tons of carbon dioxide),0.225
Zambia,2017,Emissions per capita (metric tons of carbon dioxide),0.351
Zimbabwe,1975,Emissions (thousand metric tons of carbon dioxide),7169.25
Zimbabwe,1985,Emissions (thousand metric tons of carbon dioxide),9730.003
Zimbabwe,1995,Emissions (thousand metric tons of carbon dioxide),15089.219
Zimbabwe,2005,Emissions (thousand metric tons of carbon dioxide),10272.774
Zimbabwe,2010,Emissions (thousand metric tons of carbon dioxide),9464.714
Zimbabwe,2015,Emissions (thousand metric tons of carbon dioxide),11822.362
Zimbabwe,2016,Emissions (thousand metric tons of carbon dioxide),10368.9
Zimbabwe,2017,Emissions (thousand metric tons of carbon dioxide),9714.938
Zimbabwe,1975,Emissions per capita (metric tons of carbon dioxide),1.172
Zimbabwe,1985,Emissions per capita (metric tons of carbon dioxide),1.124
Zimbabwe,1995,Emissions per capita (metric tons of carbon dioxide),1.333
Zimbabwe,2005,Emissions per capita (metric tons of carbon dioxide),0.794
Zimbabwe,2010,Emissions per capita (metric tons of carbon dioxide),0.672
Zimbabwe,2015,Emissions per capita (metric tons of carbon dioxide),0.749
Zimbabwe,2016,Emissions per capita (metric tons of carbon dioxide),0.642
Zimbabwe,2017,Emissions per capita (metric tons of carbon dioxide),0.588
